TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud,Hours,DayOfWeek
23644,2023-11-27 06:27:35.582445,1176.75,60,purchase,Los Angeles,0,6,27
23645,2024-04-18 20:38:35.582450,3821.71,231,refund,Houston,0,20,18
23646,2024-09-08 05:44:35.582456,2422.26,639,purchase,Chicago,0,5,8
23647,2023-10-23 21:01:35.582462,923.35,581,purchase,Houston,0,21,23
23648,2024-05-16 17:23:35.582467,3949.68,282,purchase,San Jose,0,17,16
23649,2024-02-03 12:48:35.582473,98.55,856,refund,Philadelphia,0,12,3
23650,2024-02-20 01:56:35.582479,1064.02,2,purchase,Houston,0,1,20
23651,2024-09-06 23:13:35.582486,1653.68,563,refund,San Diego,0,23,6
23652,2024-10-01 04:38:35.582489,4697.67,742,refund,New York,0,4,1
23653,2024-07-24 08:16:35.582492,159.05,466,refund,Los Angeles,0,8,24
23654,2023-10-24 07:25:35.582495,4101.64,995,refund,Philadelphia,0,7,24
23655,2023-11-23 00:12:35.582499,4893.54,390,refund,Los Angeles,0,0,23
23656,2023-12-13 01:18:35.582502,4920.55,793,refund,Houston,0,1,13
23657,2024-03-22 03:46:35.582506,3667.64,856,refund,Los Angeles,0,3,22
23658,2024-06-01 11:56:35.582509,4652.09,97,purchase,Philadelphia,0,11,1
23659,2024-03-14 10:53:35.582512,1601.21,977,refund,Philadelphia,0,10,14
23660,2024-03-22 08:05:35.582515,4744.72,355,purchase,San Diego,0,8,22
23661,2024-08-07 11:57:35.582519,1216.07,301,refund,Philadelphia,0,11,7
23662,2023-11-09 03:50:35.582522,3308.71,34,refund,Houston,0,3,9
23663,2024-09-03 03:40:35.582527,4564.67,787,purchase,San Diego,0,3,3
23664,2024-03-14 23:31:35.582531,4097.7,669,refund,Philadelphia,0,23,14
23665,2023-11-29 15:18:35.582534,3806.89,538,refund,San Jose,0,15,29
23666,2024-09-26 04:09:35.582541,3144.13,37,purchase,San Jose,0,4,26
23667,2023-11-09 07:20:35.582544,4738.74,335,purchase,Dallas,0,7,9
23668,2024-03-26 15:42:35.582550,4378.03,67,refund,Los Angeles,0,15,26
23669,2024-09-10 13:53:35.582556,469.09,360,purchase,San Antonio,0,13,10
23670,2024-09-23 17:46:35.582561,1990.76,137,refund,Houston,0,17,23
23671,2023-12-03 23:49:35.582568,3268.85,89,refund,San Antonio,0,23,3
23672,2024-09-26 03:01:35.582572,178.93,434,purchase,Dallas,0,3,26
23673,2024-01-17 18:34:35.582576,4602.26,894,refund,Houston,0,18,17
23674,2024-08-05 16:47:35.582581,1377.66,613,refund,Los Angeles,0,16,5
23675,2024-03-27 19:58:35.582587,380.13,947,refund,San Diego,0,19,27
23676,2024-10-16 15:01:35.582592,416.96,549,refund,San Jose,0,15,16
23677,2024-01-20 07:21:35.582598,1378.7,968,refund,San Antonio,0,7,20
23678,2023-11-04 12:13:35.582604,2737.67,712,purchase,San Diego,0,12,4
23679,2024-01-24 07:32:35.582611,100.91,489,refund,Phoenix,0,7,24
23680,2023-12-23 00:08:35.582615,210.61,323,purchase,San Antonio,0,0,23
23681,2024-01-05 06:37:35.582619,3761.17,252,purchase,Houston,0,6,5
23682,2024-09-29 16:45:35.582622,514.6,597,purchase,Chicago,0,16,29
23683,2024-04-01 00:27:35.582625,3847.1,160,purchase,Houston,0,0,1
23684,2024-05-17 19:22:35.582629,1062.43,445,refund,Los Angeles,0,19,17
23685,2024-05-25 08:47:35.582632,3759.32,53,purchase,San Jose,0,8,25
23686,2024-02-05 22:38:35.582635,362.29,867,purchase,Chicago,0,22,5
23687,2024-03-09 06:40:35.582639,692.23,567,refund,Los Angeles,0,6,9
23688,2024-08-18 06:32:35.582642,346.32,284,refund,Phoenix,0,6,18
23689,2024-03-29 15:46:35.582645,4911.24,360,refund,Chicago,0,15,29
23690,2023-11-08 00:38:35.582648,2870.22,662,refund,Dallas,0,0,8
23691,2024-05-02 05:24:35.582652,720.5,793,purchase,Houston,0,5,2
23692,2024-05-25 13:50:35.582655,3394.68,622,purchase,Chicago,0,13,25
23693,2024-01-18 15:01:35.582658,4954.36,539,refund,San Diego,0,15,18
23694,2023-12-30 05:18:35.582662,2387.23,615,refund,Houston,0,5,30
23695,2024-05-01 14:58:35.582665,4939.61,737,refund,San Diego,0,14,1
23696,2024-03-08 05:51:35.582668,2362.57,68,refund,New York,0,5,8
23697,2023-11-28 23:35:35.582672,4748.17,324,purchase,Los Angeles,0,23,28
23698,2024-08-28 11:34:35.582675,1435.16,925,purchase,Phoenix,0,11,28
23699,2024-10-05 12:42:35.582679,4434.3,752,purchase,Dallas,0,12,5
23700,2024-07-16 21:51:35.582682,2648.91,108,purchase,San Antonio,0,21,16
23701,2023-11-09 05:18:35.582685,20.16,764,refund,Philadelphia,0,5,9
23702,2024-07-12 17:46:35.582689,2905.99,5,purchase,Philadelphia,0,17,12
23703,2024-08-13 09:00:35.582692,1450.97,866,refund,New York,0,9,13
23704,2024-05-15 01:53:35.582695,3689.0,667,refund,Phoenix,0,1,15
23705,2024-06-28 04:19:35.582698,1520.83,119,refund,Dallas,0,4,28
23706,2024-08-21 16:27:35.582702,1939.32,641,purchase,Chicago,0,16,21
23707,2024-08-03 12:05:35.582705,1758.29,452,refund,San Antonio,0,12,3
23708,2024-09-20 15:16:35.582708,1960.81,872,purchase,Chicago,0,15,20
23709,2024-06-13 15:44:35.582711,2818.84,912,purchase,Houston,0,15,13
23710,2024-03-19 07:02:35.582715,4530.18,260,refund,Los Angeles,0,7,19
23711,2024-09-03 13:30:35.582718,2543.77,665,purchase,Chicago,0,13,3
23712,2024-10-15 06:45:35.582721,1500.04,726,purchase,Phoenix,0,6,15
23713,2024-04-10 21:30:35.582725,4672.78,647,refund,Houston,0,21,10
23714,2023-11-12 20:15:35.582728,3203.61,620,purchase,San Diego,0,20,12
23715,2024-07-21 13:25:35.582731,300.79,355,purchase,Philadelphia,0,13,21
23716,2024-05-11 17:33:35.582735,2039.8,991,purchase,Phoenix,0,17,11
23717,2024-04-14 05:47:35.582738,4434.74,281,refund,Philadelphia,0,5,14
23718,2024-01-27 12:06:35.582743,2221.6,327,purchase,Phoenix,0,12,27
23719,2024-06-01 23:29:35.582749,1170.88,281,refund,San Jose,0,23,1
23720,2024-03-27 05:08:35.582755,4304.21,574,refund,New York,0,5,27
23721,2024-01-15 18:43:35.582761,2071.87,184,purchase,Los Angeles,0,18,15
23722,2024-01-14 11:02:35.582764,3570.74,136,purchase,Los Angeles,0,11,14
23723,2024-06-13 00:30:35.582767,2976.87,786,purchase,Phoenix,0,0,13
23724,2023-12-04 11:54:35.582771,3646.5,419,refund,Philadelphia,0,11,4
23725,2023-11-17 13:28:35.582774,3807.67,206,refund,New York,0,13,17
23726,2024-06-05 10:53:35.582777,1420.76,927,purchase,Chicago,0,10,5
23727,2024-05-01 21:19:35.582781,4765.0,217,purchase,Philadelphia,0,21,1
23728,2023-11-21 04:54:35.582784,632.0,247,refund,Chicago,0,4,21
23729,2024-06-29 09:07:35.582788,3438.05,750,purchase,Phoenix,0,9,29
23730,2024-08-18 19:09:35.582791,387.73,46,refund,Philadelphia,0,19,18
23731,2024-09-02 09:42:35.582794,740.25,433,purchase,Chicago,0,9,2
23732,2024-09-16 05:40:35.582798,3699.65,684,refund,Houston,0,5,16
23733,2024-06-25 05:04:35.582801,3773.94,687,purchase,Philadelphia,0,5,25
23734,2024-04-23 14:20:35.582804,1823.39,203,purchase,Los Angeles,0,14,23
23735,2024-08-19 22:13:35.582808,1033.04,48,purchase,San Jose,0,22,19
23736,2023-12-07 08:35:35.582811,4363.77,438,purchase,San Antonio,0,8,7
23737,2023-11-20 15:45:35.582814,3184.14,669,purchase,Dallas,0,15,20
23738,2024-06-27 10:07:35.582818,1702.73,641,refund,Philadelphia,0,10,27
23739,2024-07-24 18:10:35.582821,2432.21,780,refund,Chicago,0,18,24
23740,2024-01-14 03:36:35.582824,59.72,762,purchase,Houston,0,3,14
23741,2024-10-08 16:24:35.582828,419.81,567,refund,Los Angeles,0,16,8
23742,2024-01-10 02:30:35.582831,1626.63,852,purchase,Dallas,0,2,10
23743,2024-07-10 20:04:35.582835,577.95,709,purchase,San Jose,0,20,10
23744,2024-08-02 08:48:35.582841,347.77,921,purchase,New York,0,8,2
23745,2024-05-08 22:26:35.582846,310.05,398,purchase,Phoenix,0,22,8
23746,2024-08-26 10:29:35.582852,3903.43,173,purchase,Los Angeles,0,10,26
23747,2024-04-17 13:08:35.582858,4196.65,262,refund,Phoenix,0,13,17
23748,2023-12-30 15:16:35.582861,3899.22,866,refund,Dallas,0,15,30
23749,2024-04-26 04:28:35.582865,4280.33,963,refund,San Diego,0,4,26
23750,2023-11-19 02:36:35.582868,564.46,704,refund,New York,0,2,19
23751,2024-03-14 21:20:35.582872,1880.83,208,purchase,San Diego,0,21,14
23752,2024-03-08 04:18:35.582878,4825.46,590,purchase,Philadelphia,0,4,8
23753,2024-01-23 13:53:35.582882,1039.42,900,refund,Dallas,0,13,23
23754,2023-12-09 12:30:35.582885,2833.62,142,refund,New York,0,12,9
23755,2024-04-23 12:13:35.582889,4993.52,183,refund,Chicago,0,12,23
23756,2023-12-05 15:08:35.582892,962.31,700,refund,San Jose,0,15,5
23757,2023-11-06 03:02:35.582895,2737.87,397,purchase,Phoenix,0,3,6
23758,2024-01-08 10:17:35.582899,4778.72,931,refund,Dallas,0,10,8
23759,2024-04-27 01:57:35.582902,2921.95,735,purchase,New York,0,1,27
23760,2024-07-01 13:52:35.582905,1053.64,368,refund,Los Angeles,0,13,1
23761,2024-05-16 09:19:35.582909,4033.87,416,purchase,Dallas,0,9,16
23762,2023-11-03 07:00:35.582912,1464.29,436,purchase,Dallas,0,7,3
23763,2024-09-24 07:01:35.582916,2513.09,64,refund,Dallas,0,7,24
23764,2023-12-20 13:43:35.582919,4130.4,626,refund,San Diego,0,13,20
23765,2024-06-03 01:24:35.582922,1446.12,696,purchase,San Jose,0,1,3
23766,2023-11-02 19:29:35.582926,1849.88,542,refund,Los Angeles,0,19,2
23767,2024-07-16 23:09:35.582929,2204.22,200,purchase,Phoenix,0,23,16
23768,2023-10-25 02:11:35.582932,4262.4,9,purchase,Dallas,0,2,25
23769,2024-03-22 12:21:35.582936,4481.99,122,purchase,San Jose,0,12,22
23770,2024-07-03 00:50:35.582939,4508.68,769,refund,New York,0,0,3
23771,2024-03-31 09:29:35.582942,3733.3,419,refund,Phoenix,0,9,31
23772,2024-07-06 09:20:35.582946,1915.77,703,purchase,Houston,0,9,6
23773,2024-09-25 07:31:35.582949,2982.02,774,purchase,Chicago,0,7,25
23774,2024-05-17 08:53:35.582952,662.92,391,refund,Phoenix,0,8,17
23775,2024-03-21 07:33:35.582955,889.08,343,purchase,Phoenix,0,7,21
23776,2024-09-05 20:08:35.582959,1789.14,818,purchase,New York,0,20,5
23777,2024-04-09 02:40:35.582962,4633.23,681,refund,Chicago,0,2,9
23778,2024-01-14 00:15:35.582965,1498.81,275,refund,Houston,0,0,14
23779,2024-03-27 23:40:35.582968,3570.09,753,refund,San Diego,0,23,27
23780,2024-07-25 23:26:35.582972,68.95,222,purchase,New York,0,23,25
23781,2024-07-13 05:34:35.582975,3300.45,804,purchase,San Antonio,0,5,13
23782,2024-04-03 11:14:35.582981,1324.58,496,purchase,Philadelphia,0,11,3
23783,2024-08-08 12:21:35.582987,1731.8,548,purchase,San Diego,0,12,8
23784,2024-01-19 23:45:35.582993,3446.09,970,purchase,New York,0,23,19
23785,2023-12-16 00:20:35.582999,894.95,888,purchase,Los Angeles,0,0,16
23786,2024-05-21 18:14:35.583005,1558.92,877,purchase,San Diego,0,18,21
23787,2024-10-18 19:23:35.583010,172.15,586,purchase,Philadelphia,0,19,18
23788,2023-12-01 05:24:35.583013,2986.59,592,purchase,Phoenix,0,5,1
23789,2024-03-11 19:55:35.583016,2457.56,963,refund,Houston,0,19,11
23790,2024-07-06 00:05:35.583020,4222.3,336,purchase,Los Angeles,0,0,6
23791,2024-06-05 03:35:35.583023,429.79,535,purchase,San Diego,0,3,5
23792,2024-06-24 20:21:35.583027,3763.44,21,purchase,San Diego,0,20,24
23793,2024-02-24 18:45:35.583032,368.45,373,refund,Los Angeles,0,18,24
23794,2024-05-20 10:01:35.583037,4236.07,322,refund,Los Angeles,0,10,20
23795,2024-03-21 03:49:35.583043,2326.99,738,refund,Philadelphia,0,3,21
23796,2024-07-09 07:18:35.583048,1862.71,284,purchase,San Jose,0,7,9
23797,2023-11-04 02:53:35.583053,1747.98,996,purchase,New York,0,2,4
23798,2024-05-24 17:15:35.583058,733.38,653,purchase,San Jose,0,17,24
23799,2024-07-19 07:21:35.583063,615.32,742,refund,Chicago,0,7,19
23800,2024-08-20 02:37:35.583068,2712.46,611,purchase,San Jose,0,2,20
23801,2024-01-22 19:08:35.583073,2348.84,818,refund,Phoenix,0,19,22
23802,2024-09-06 21:07:35.583079,3963.43,519,refund,Philadelphia,0,21,6
23803,2024-03-17 23:08:35.583085,479.38,71,refund,San Antonio,0,23,17
23804,2024-10-08 06:24:35.583090,4341.49,387,refund,Phoenix,0,6,8
23805,2024-06-18 11:10:35.583096,4041.58,885,purchase,Houston,0,11,18
23806,2024-02-04 19:30:35.583102,1065.3,959,purchase,Los Angeles,0,19,4
23807,2024-02-09 01:50:35.583109,927.51,459,purchase,Chicago,0,1,9
23808,2023-12-27 23:12:35.583115,4118.94,857,refund,Philadelphia,0,23,27
23809,2024-07-27 02:24:35.583121,2404.87,548,refund,San Jose,0,2,27
23810,2024-05-22 01:45:35.583127,2903.36,511,refund,Phoenix,0,1,22
23811,2024-09-19 14:44:35.583133,2158.12,76,refund,Philadelphia,0,14,19
23812,2024-06-08 19:15:35.583139,2635.96,367,refund,Phoenix,0,19,8
23813,2024-01-05 05:38:35.583145,245.06,116,refund,Philadelphia,0,5,5
23814,2024-09-24 06:53:35.583151,1654.73,420,refund,Chicago,0,6,24
23815,2024-03-10 07:36:35.583157,1749.9,870,purchase,New York,0,7,10
23816,2024-05-30 09:11:35.583163,4914.81,815,purchase,San Antonio,0,9,30
23817,2024-01-30 04:18:35.583169,2858.85,527,purchase,New York,0,4,30
23818,2024-05-17 05:51:35.583175,293.34,173,purchase,Philadelphia,0,5,17
23819,2024-05-13 07:44:35.583182,2112.1,878,purchase,New York,0,7,13
23820,2024-03-18 19:58:35.583188,2561.06,946,purchase,Los Angeles,0,19,18
23821,2024-08-25 08:59:35.583194,4919.24,137,purchase,San Diego,0,8,25
23822,2024-05-02 04:39:35.583199,3110.61,320,refund,Los Angeles,0,4,2
23823,2024-05-01 10:29:35.583204,3588.55,388,purchase,Houston,0,10,1
23824,2024-04-19 11:10:35.583212,825.11,225,purchase,Los Angeles,0,11,19
23825,2024-07-29 05:24:35.583218,1764.58,109,refund,Chicago,0,5,29
23826,2024-07-23 05:44:35.583223,3498.57,4,refund,Chicago,0,5,23
23827,2024-10-11 01:18:35.583229,3807.07,288,refund,Chicago,0,1,11
23828,2024-03-27 16:10:35.583235,1159.58,129,purchase,Phoenix,0,16,27
23829,2024-08-18 08:03:35.583242,3172.92,991,refund,Dallas,0,8,18
23830,2024-07-18 09:46:35.583249,2478.45,232,refund,San Jose,0,9,18
23831,2023-11-06 19:27:35.583255,2696.09,829,refund,Philadelphia,0,19,6
23832,2024-07-29 17:52:35.583262,745.25,376,purchase,Los Angeles,0,17,29
23833,2023-12-25 20:39:35.583267,3297.75,286,refund,San Antonio,0,20,25
23834,2024-07-01 20:30:35.583273,2695.98,140,refund,Phoenix,0,20,1
23835,2024-10-11 10:14:35.583280,4313.11,758,purchase,Los Angeles,0,10,11
23836,2024-09-27 17:16:35.583286,1995.16,173,refund,Philadelphia,0,17,27
23837,2023-11-16 10:09:35.583298,4776.89,193,purchase,Philadelphia,0,10,16
23838,2024-07-08 16:04:35.583304,4126.45,968,refund,San Diego,0,16,8
23839,2024-03-08 22:40:35.583311,1712.78,584,purchase,Philadelphia,0,22,8
23840,2024-10-09 14:17:35.583317,839.21,726,purchase,Houston,0,14,9
23841,2024-06-12 04:52:35.583323,4924.56,879,purchase,San Diego,0,4,12
23842,2024-06-08 10:20:35.583329,3241.09,19,refund,San Diego,0,10,8
23843,2023-11-27 06:10:35.583336,3064.29,597,refund,New York,0,6,27
23844,2024-01-11 19:45:35.583342,3291.9,583,purchase,Phoenix,0,19,11
23845,2023-11-03 04:13:35.583348,4134.08,78,refund,Dallas,0,4,3
23846,2024-07-29 11:20:35.583354,935.17,433,purchase,San Jose,0,11,29
23847,2024-06-01 07:58:35.583360,173.58,442,refund,Chicago,0,7,1
23848,2024-08-21 15:54:35.583367,2489.88,392,purchase,San Jose,0,15,21
23849,2024-07-12 02:34:35.583373,1412.74,270,purchase,Houston,0,2,12
23850,2024-05-04 22:12:35.583380,417.29,482,refund,Chicago,0,22,4
23851,2024-04-03 19:09:35.583387,2603.42,619,refund,Houston,0,19,3
23852,2024-02-07 07:19:35.583394,1278.4,594,refund,San Diego,0,7,7
23853,2024-03-26 05:09:35.583401,1889.44,709,purchase,Philadelphia,0,5,26
23854,2024-04-03 06:01:35.583408,1860.03,926,refund,Los Angeles,1,6,3
23855,2024-01-22 17:05:35.583414,4453.34,809,refund,New York,0,17,22
23856,2024-03-19 11:48:35.583420,4574.69,721,purchase,Houston,0,11,19
23857,2024-02-16 15:29:35.583427,4601.04,781,refund,Dallas,0,15,16
23858,2024-07-18 11:48:35.583433,1206.02,453,purchase,San Antonio,0,11,18
23859,2024-08-19 05:50:35.583439,41.74,793,refund,New York,0,5,19
23860,2024-08-25 16:02:35.583446,2401.81,676,purchase,Chicago,0,16,25
23861,2023-10-30 04:57:35.583452,3107.19,848,purchase,Dallas,0,4,30
23862,2024-08-18 16:32:35.583457,910.64,213,refund,Dallas,0,16,18
23863,2024-04-21 16:01:35.583464,268.72,153,purchase,Philadelphia,0,16,21
23864,2024-07-21 18:00:35.583469,1245.0,780,purchase,San Diego,0,18,21
23865,2024-01-15 06:07:35.583475,3072.23,594,refund,Houston,0,6,15
23866,2023-11-28 18:20:35.583482,3400.89,172,refund,New York,0,18,28
23867,2024-06-05 05:17:35.583489,1337.33,671,purchase,Chicago,0,5,5
23868,2024-08-04 18:18:35.583496,1210.65,271,refund,San Antonio,0,18,4
23869,2023-11-18 11:06:35.583501,4208.09,548,purchase,Los Angeles,0,11,18
23870,2024-08-30 11:01:35.583508,480.82,320,purchase,Phoenix,0,11,30
23871,2024-01-08 21:14:35.583515,1188.77,772,purchase,San Jose,0,21,8
23872,2023-10-26 11:08:35.583521,3015.9,359,refund,San Diego,0,11,26
23873,2024-02-20 00:47:35.583527,3441.45,592,refund,Philadelphia,0,0,20
23874,2023-10-31 13:58:35.583533,524.82,668,refund,Houston,0,13,31
23875,2024-07-24 22:55:35.583539,817.8,91,refund,Phoenix,0,22,24
23876,2024-07-18 04:28:35.583545,1557.68,920,refund,New York,0,4,18
23877,2023-11-03 14:06:35.583551,3259.76,221,refund,Philadelphia,0,14,3
23878,2023-12-06 00:44:35.583558,1587.26,14,purchase,San Diego,0,0,6
23879,2024-03-26 17:50:35.583565,1411.7,857,purchase,San Antonio,0,17,26
23880,2024-01-23 22:56:35.583571,3402.81,378,refund,New York,0,22,23
23881,2024-04-27 07:26:35.583578,3521.03,650,purchase,Dallas,0,7,27
23882,2024-08-29 21:18:35.583585,1336.48,785,refund,Los Angeles,0,21,29
23883,2024-05-20 21:20:35.583592,519.77,737,refund,New York,0,21,20
23884,2023-11-14 06:45:35.583598,2252.83,954,purchase,Philadelphia,0,6,14
23885,2024-08-28 15:01:35.583605,3835.77,711,purchase,San Antonio,0,15,28
23886,2024-07-24 03:58:35.583611,1088.79,565,refund,Philadelphia,0,3,24
23887,2023-12-31 02:08:35.583617,3017.79,320,refund,New York,0,2,31
23888,2024-07-09 15:01:35.583623,548.0,768,purchase,Phoenix,0,15,9
23889,2024-03-18 12:24:35.583630,1184.17,553,refund,Phoenix,0,12,18
23890,2024-06-16 14:44:35.583636,630.86,334,purchase,Philadelphia,0,14,16
23891,2024-05-25 20:03:35.583642,3615.37,617,refund,San Diego,0,20,25
23892,2024-03-01 18:36:35.583648,150.81,443,refund,San Antonio,0,18,1
23893,2024-02-27 02:55:35.583655,350.56,414,purchase,Philadelphia,0,2,27
23894,2024-06-21 01:08:35.583660,4992.36,825,refund,New York,0,1,21
23895,2024-09-02 00:12:35.583667,15.18,867,purchase,Houston,0,0,2
23896,2024-08-20 06:10:35.583673,4555.36,796,refund,Phoenix,0,6,20
23897,2024-01-02 12:08:35.583679,1312.89,608,purchase,Houston,0,12,2
23898,2024-07-11 13:30:35.583687,845.53,784,refund,Chicago,0,13,11
23899,2023-11-21 23:25:35.583693,321.34,137,refund,San Jose,0,23,21
23900,2023-11-26 13:50:35.583700,4125.65,863,purchase,San Antonio,0,13,26
23901,2024-01-25 17:59:35.583707,1710.75,26,refund,Houston,0,17,25
23902,2024-02-10 16:24:35.583714,159.92,965,refund,Philadelphia,0,16,10
23903,2024-04-16 02:07:35.583720,3560.0,410,refund,Philadelphia,0,2,16
23904,2024-03-15 03:36:35.583726,1720.3,73,purchase,Phoenix,0,3,15
23905,2024-06-08 16:39:35.583732,2176.68,201,purchase,Phoenix,0,16,8
23906,2024-10-06 07:32:35.583737,4770.46,959,refund,Phoenix,0,7,6
23907,2023-11-21 04:37:35.583743,2898.18,306,purchase,Chicago,0,4,21
23908,2024-07-31 05:14:35.583749,2047.36,325,purchase,San Jose,0,5,31
23909,2024-01-12 01:03:35.583754,3046.3,80,purchase,Houston,0,1,12
23910,2024-06-27 13:14:35.583760,4005.09,326,purchase,Dallas,0,13,27
23911,2024-08-13 10:24:35.583766,4956.43,47,refund,San Diego,0,10,13
23912,2024-07-24 12:09:35.583772,3235.21,328,refund,Dallas,0,12,24
23913,2024-02-21 19:21:35.583776,3678.7,763,refund,Philadelphia,0,19,21
23914,2024-03-31 17:04:35.583785,3726.81,160,refund,Phoenix,0,17,31
23915,2024-03-14 18:18:35.583788,1809.72,861,refund,San Antonio,0,18,14
23916,2024-09-10 23:37:35.583791,1464.83,195,purchase,San Antonio,0,23,10
23917,2024-07-23 15:16:35.583795,3906.61,480,purchase,New York,0,15,23
23918,2024-08-15 00:28:35.583798,2002.01,254,refund,Los Angeles,0,0,15
23919,2024-02-02 14:44:35.583801,296.88,136,refund,Phoenix,0,14,2
23920,2024-04-30 09:16:35.583805,4116.53,293,refund,Chicago,0,9,30
23921,2024-08-08 17:26:35.583808,4206.3,877,refund,New York,1,17,8
23922,2024-02-29 19:43:35.583817,847.87,134,refund,San Diego,0,19,29
23923,2024-06-10 05:52:35.583823,1693.29,263,refund,Phoenix,0,5,10
23924,2023-11-01 14:59:35.583829,2154.5,2,purchase,Chicago,0,14,1
23925,2024-02-20 23:08:35.583835,2051.37,644,refund,Houston,0,23,20
23926,2024-05-24 09:20:35.583838,2904.82,782,purchase,Philadelphia,0,9,24
23927,2024-08-01 18:32:35.583841,4197.49,315,refund,New York,0,18,1
23928,2023-11-10 12:11:35.583845,4329.64,520,refund,Phoenix,0,12,10
23929,2024-09-18 03:48:35.583848,4453.18,443,purchase,San Jose,0,3,18
23930,2024-10-20 10:14:35.583851,1033.92,563,purchase,San Antonio,0,10,20
23931,2024-09-19 15:20:35.583854,2623.46,268,refund,Chicago,0,15,19
23932,2024-08-07 16:24:35.583858,1340.51,890,refund,San Antonio,0,16,7
23933,2024-01-29 14:05:35.583861,1831.58,904,refund,San Diego,0,14,29
23934,2024-06-05 05:35:35.583864,597.36,455,purchase,New York,0,5,5
23935,2024-02-17 11:15:35.583868,2755.07,465,purchase,New York,0,11,17
23936,2023-11-12 11:22:35.583871,239.73,790,refund,San Jose,0,11,12
23937,2024-01-25 21:01:35.583875,144.12,664,purchase,New York,0,21,25
23938,2023-10-24 02:07:35.583878,447.81,286,purchase,Dallas,0,2,24
23939,2024-02-24 00:02:35.583881,1440.69,491,purchase,Houston,0,0,24
23940,2024-08-30 14:56:35.583885,1845.56,875,purchase,San Jose,0,14,30
23941,2023-11-10 05:14:35.583888,1970.41,237,refund,Dallas,0,5,10
23942,2024-04-02 13:26:35.583891,2739.35,92,purchase,Houston,0,13,2
23943,2024-05-02 12:10:35.583894,634.66,810,purchase,Dallas,0,12,2
23944,2024-04-05 07:18:35.583898,370.44,133,purchase,San Diego,0,7,5
23945,2024-02-11 11:09:35.583902,3127.08,704,purchase,Los Angeles,0,11,11
23946,2024-04-01 23:10:35.583906,2139.74,535,refund,San Antonio,0,23,1
23947,2023-11-03 15:46:35.583909,3093.83,611,refund,Chicago,0,15,3
23948,2023-12-14 15:33:35.583912,3416.95,48,refund,New York,0,15,14
23949,2024-09-25 04:58:35.583916,3828.13,870,refund,Dallas,0,4,25
23950,2024-06-15 14:50:35.583919,3681.31,660,purchase,San Diego,0,14,15
23951,2024-05-29 08:06:35.583923,2922.41,422,refund,Philadelphia,0,8,29
23952,2024-08-23 11:07:35.583926,2258.89,136,purchase,Houston,0,11,23
23953,2024-06-28 18:43:35.583929,2727.4,596,refund,Phoenix,0,18,28
23954,2024-06-24 20:14:35.583932,3480.15,761,refund,San Jose,0,20,24
23955,2024-01-15 13:40:35.583936,1366.71,829,refund,New York,0,13,15
23956,2023-10-21 20:02:35.583939,3448.94,325,purchase,Houston,0,20,21
23957,2023-11-08 06:37:35.583943,156.87,973,refund,San Diego,0,6,8
23958,2024-02-08 20:18:35.583946,1449.25,809,purchase,San Jose,0,20,8
23959,2023-12-11 08:30:35.583949,4979.83,653,purchase,San Antonio,0,8,11
23960,2024-09-04 10:06:35.583953,2611.43,764,refund,Dallas,0,10,4
23961,2024-10-18 21:36:35.583956,3477.75,155,refund,Houston,0,21,18
23962,2024-05-05 20:45:35.583959,1829.74,897,refund,Houston,0,20,5
23963,2023-10-24 01:22:35.583965,257.79,961,refund,Philadelphia,0,1,24
23964,2024-02-27 22:04:35.583969,2201.38,316,purchase,Chicago,0,22,27
23965,2024-08-22 08:27:35.583972,1399.26,705,refund,San Jose,0,8,22
23966,2023-12-12 07:37:35.583976,3134.99,463,purchase,Dallas,0,7,12
23967,2024-03-08 04:40:35.583979,4933.41,860,refund,San Antonio,0,4,8
23968,2024-02-22 03:47:35.583982,2407.06,479,purchase,Chicago,0,3,22
23969,2024-06-10 23:21:35.583986,1248.34,22,refund,San Antonio,0,23,10
23970,2024-03-26 12:43:35.583989,2648.22,569,purchase,Houston,0,12,26
23971,2024-05-12 21:13:35.583993,1352.35,745,refund,San Diego,0,21,12
23972,2023-12-13 06:13:35.583996,1690.76,642,purchase,Philadelphia,0,6,13
23973,2024-06-10 22:14:35.583999,1301.85,986,purchase,Phoenix,0,22,10
23974,2024-01-15 15:03:35.584002,780.43,458,refund,Houston,0,15,15
23975,2023-12-14 00:34:35.584006,4074.54,821,purchase,Philadelphia,0,0,14
23976,2024-09-21 04:15:35.584009,410.41,829,refund,San Antonio,0,4,21
23977,2024-09-22 14:40:35.584012,1326.78,281,refund,Houston,0,14,22
23978,2023-10-21 18:21:35.584016,3041.56,634,refund,Phoenix,0,18,21
23979,2024-03-28 13:10:35.584019,3914.08,625,purchase,Philadelphia,0,13,28
23980,2024-09-17 20:03:35.584022,36.39,352,purchase,San Diego,0,20,17
23981,2024-06-28 19:41:35.584026,1684.97,185,refund,San Diego,0,19,28
23982,2024-06-28 07:49:35.584029,2556.68,651,purchase,San Diego,0,7,28
23983,2023-11-16 09:26:35.584032,1569.52,675,refund,Philadelphia,0,9,16
23984,2024-09-08 13:43:35.584036,3592.45,134,refund,Los Angeles,0,13,8
23985,2024-03-28 18:08:35.584039,481.51,732,refund,Dallas,0,18,28
23986,2024-09-08 03:16:35.584042,2965.43,21,refund,New York,0,3,8
